Name,Type,Minimum,Maximum,Length,Direction
gene=tpiA,gene=tpiA,4115120,4115887,768,reverse
gene=cdh,gene=cdh,4114310,4115065,756,forward
gene=sbp,gene=sbp,4113214,4114203,990,forward
gene=pfkA,gene=pfkA,4111932,4112894,963,forward
gene=fieF,gene=fieF,4110849,4111751,903,forward
gene=cpxP,gene=cpxP,4110200,4110700,501,forward
gene=cpxR,gene=cpxR,4109352,4110050,699,reverse
gene=cpxA,gene=cpxA,4107982,4109355,1374,reverse
gene=yiiM,gene=yiiM,4107202,4107876,675,forward
gene=kdgT,gene=kdgT,4106070,4107053,984,forward
gene=sodA,gene=sodA,4105190,4105810,621,forward
gene=rhaT,gene=rhaT,4103871,4104905,1035,reverse
gene=rhaR,gene=rhaR,4103026,4103874,849,forward
gene=rhaS,gene=rhaS,4102116,4102952,837,forward
gene=rhaB,gene=rhaB,4100359,4101828,1470,reverse
gene=rhaA,gene=rhaA,4099103,4100362,1260,reverse
gene=rhaD,gene=rhaD,4097828,4098652,825,reverse
gene=rhaM,gene=rhaM,4097504,4097818,315,reverse
gene=frvA,gene=frvA,4096757,4097203,447,reverse
gene=frvB,gene=frvB,4095295,4096746,1452,reverse
gene=frvX,gene=frvX,4094235,4095305,1071,reverse
gene=frvR,gene=frvR,4092487,4094235,1749,reverse
gene=yiiG,gene=yiiG,4091382,4092437,1056,forward
gene=fdhD,gene=fdhD,4090396,4091229,834,forward
gene=fdoG,gene=fdoG,4087152,4090202,3051,reverse
gene=fdoH,gene=fdoH,4086237,4087139,903,reverse
gene=fdoI,gene=fdoI,4085605,4086240,636,reverse
gene=fdhE,gene=fdhE,4084679,4085608,930,reverse
gene=yiiF,gene=yiiF,4084131,4084349,219,forward
gene=yiiE,gene=yiiE,4083677,4083889,213,forward
gene=yiiD,gene=yiiD,4081829,4082818,990,forward
gene=dtd,gene=dtd,4081395,4081832,438,forward
gene=yihY,gene=yihY,4080526,4081398,873,forward
gene=yihX,gene=yihX,4079933,4080532,600,forward
gene=yihW,gene=yihW,4079049,4079834,786,forward
gene=yihV,gene=yihV,4078119,4079015,897,forward
gene=yihU,gene=yihU,4077055,4077951,897,reverse
gene=yihT,gene=yihT,4076153,4077031,879,reverse
gene=yihS,gene=yihS,4074895,4076136,1242,reverse
gene=yihR,gene=yihR,4073855,4074781,927,reverse
gene=yihQ,gene=yihQ,4071620,4073656,2037,reverse
gene=yihP,gene=yihP,4070189,4071574,1386,reverse
gene=yihO,gene=yihO,4068743,4070146,1404,reverse
gene=ompL,gene=ompL,4067983,4068675,693,reverse
gene=yihN,gene=yihN,4066627,4067892,1266,forward
gene=yihM,gene=yihM,4065545,4066525,981,forward
gene=yihL,gene=yihL,4064827,4065537,711,forward
gene=typA,gene=typA,4062787,4064610,1824,forward
gene=glnA,gene=glnA,4061005,4062414,1410,reverse
gene=glnL,gene=glnL,4059670,4060719,1050,reverse
gene=glnG,gene=glnG,4058249,4059658,1410,reverse
gene=yshB,gene=yshB,4058027,4058137,111,reverse
gene=hemN,gene=hemN,4056425,4057798,1374,forward
gene=yihI,gene=yihI,4055727,4056236,510,forward
gene=yihA,gene=yihA,4054513,4055145,633,reverse
gene=polA,gene=polA,4051346,4054132,2787,forward
gene=yihG,gene=yihG,4050050,4050982,933,reverse
gene=yihF,gene=yihF,4048579,4050009,1431,forward
gene=dsbA,gene=dsbA,4047798,4048424,627,forward
gene=srkA,gene=srkA,4046795,4047781,987,forward
gene=yihD,gene=yihD,4046449,4046718,270,forward
gene=mobA,gene=mobA,4045795,4046379,585,reverse
gene=mobB,gene=mobB,4045286,4045813,528,reverse
gene=hemG,gene=hemG,4038988,4039533,546,forward
gene=trkH,gene=trkH,4037525,4038976,1452,forward
gene=yigZ,gene=yigZ,4036872,4037486,615,forward
gene=pepQ,gene=pepQ,4035541,4036872,1332,forward
gene=fadB,gene=fadB,4033162,4035351,2190,reverse
gene=fadA,gene=fadA,4031989,4033152,1164,reverse
gene=fre,gene=fre,4030907,4031608,702,forward
gene=ubiD,gene=ubiD,4029368,4030861,1494,forward
gene=rfaH,gene=rfaH,4028713,4029201,489,reverse
gene=tatD,gene=tatD,4027934,4028716,783,forward
gene=tatC,gene=tatC,4027116,4027892,777,forward
gene=tatB,gene=tatB,4026598,4027113,516,forward
gene=tatA,gene=tatA,4026325,4026594,270,forward
gene=ubiB,gene=ubiB,4024606,4026246,1641,forward
gene=ubiJ,gene=ubiJ,4024004,4024609,606,forward
gene=ubiE,gene=ubiE,4023235,4023990,756,forward
gene=rmuC,gene=rmuC,4021713,4023140,1428,forward
gene=udp,gene=udp,4020811,4021572,762,forward
gene=ysgA,gene=ysgA,4019734,4020549,816,reverse
gene=metE,gene=metE,4017433,4019694,2262,forward
gene=metR,gene=metR,4016243,4017196,954,reverse
gene=yigM,gene=yigM,4015456,4016355,900,forward
gene=yigL,gene=yigL,4014580,4015380,801,forward
gene=pldB,gene=pldB,4013550,4014572,1023,forward
gene=rhtB,gene=rhtB,4012819,4013439,621,reverse
gene=rhtC,gene=rhtC,4012137,4012757,621,forward
gene=recQ,gene=recQ,4010244,4012073,1830,forward
gene=pldA,gene=pldA,4009242,4010111,870,forward
gene=yigI,gene=yigI,4008610,4009077,468,reverse
gene=rarD,gene=rarD,4007668,4008558,891,reverse
gene=yigG,gene=yigG,4007193,4007573,381,reverse
gene=yigF,gene=yigF,4006799,4007179,381,reverse
gene=corA,gene=corA,4005806,4006756,951,forward
gene=yigE,gene=yigE,4004672,4005436,765,reverse
gene=uvrD,gene=uvrD,4002363,4004525,2163,forward
gene=yigB,gene=yigB,4001563,4002279,717,forward
gene=xerC,gene=xerC,4000667,4001563,897,forward
gene=yigA,gene=yigA,3999963,4000670,708,forward
gene=dapF,gene=dapF,3999142,3999966,825,forward
gene=yifL,gene=yifL,3998902,3999105,204,forward
gene=cyaY,gene=cyaY,3998119,3998439,321,reverse
gene=cyaA,gene=cyaA,3995533,3998079,2547,forward
gene=hemC,gene=hemC,3994205,3995146,942,reverse
gene=hemD,gene=hemD,3993468,3994208,741,reverse
gene=hemX,gene=hemX,3992265,3993446,1182,reverse
gene=hemY,gene=hemY,3991066,3992262,1197,reverse
gene=aslA,gene=aslA,3988732,3990387,1656,reverse
gene=aslB,gene=aslB,3987338,3988573,1236,forward
gene=yifK,gene=yifK,3985267,3986652,1386,forward
gene=wecG,gene=wecG,3984336,3985076,741,forward
gene=wzyE,gene=wzyE,3982981,3984333,1353,forward
gene=wecF,gene=wecF,3981905,3982984,1080,forward
gene=wzxE,gene=wzxE,3980658,3981908,1251,forward
gene=wecE,gene=wecE,3979526,3980656,1131,forward
gene=wecD,gene=wecD,3978847,3979521,675,forward
gene=rffH,gene=rffH,3977988,3978869,882,forward
gene=rffG,gene=rffG,3976902,3977969,1068,forward
gene=wecC,gene=wecC,3975640,3976902,1263,forward
gene=wecB,gene=wecB,3974513,3975643,1131,forward
gene=wzzE,gene=wzzE,3973411,3974457,1047,forward
gene=wecA,gene=wecA,3972296,3973399,1104,forward
gene=rho,gene=rho,3970797,3972056,1260,forward
gene=trxA,gene=trxA,3970141,3970470,330,forward
gene=rhlB,gene=rhlB,3968745,3970010,1266,reverse
gene=gpp,gene=gpp,3967125,3968609,1485,reverse
gene=rep,gene=rep,3965057,3967078,2022,forward
gene=ppiC,gene=ppiC,3963912,3964193,282,reverse
gene=ilvC,gene=ilvC,3962350,3963825,1476,forward
gene=ilvY,gene=ilvY,3961307,3962200,894,reverse
gene=ilvA,gene=ilvA,3959711,3961255,1545,forward
gene=ilvD,gene=ilvD,3957858,3959708,1851,forward
gene=ilvE,gene=ilvE,3956864,3957793,930,forward
gene=ilvM,gene=ilvM,3956581,3956844,264,forward
gene=ilvX,gene=ilvX,3954887,3954937,51,forward
gene=ilvL,gene=ilvL,3954702,3954800,99,forward
gene=yifB,gene=yifB,3952829,3954349,1521,reverse
gene=yifE,gene=yifE,3952466,3952804,339,forward
gene=hdfR,gene=hdfR,3951508,3952347,840,reverse
gene=yieP,gene=yieP,3945015,3945707,693,reverse
gene=hsrA,gene=hsrA,3943565,3944992,1428,reverse
gene=rbsR,gene=rbsR,3942607,3943599,993,forward
gene=rbsK,gene=rbsK,3941674,3942603,930,forward
gene=rbsB,gene=rbsB,3940658,3941548,891,forward
gene=rbsC,gene=rbsC,3939668,3940633,966,forward
gene=rbsA,gene=rbsA,3938158,3939663,1506,forward
gene=rbsD,gene=rbsD,3937731,3938150,420,forward
gene=kup,gene=kup,3935696,3937564,1869,forward
gene=ravA,gene=ravA,3933977,3935473,1497,reverse
gene=viaA,gene=viaA,3932532,3933983,1452,reverse
gene=asnA,gene=asnA,3931535,3932527,993,forward
gene=asnC,gene=asnC,3930925,3931383,459,reverse
gene=mioC,gene=mioC,3930392,3930835,444,reverse
gene=mnmG,gene=mnmG,3928124,3930013,1890,reverse
gene=rsmG,gene=rsmG,3927437,3928060,624,reverse
gene=atpI,gene=atpI,3926440,3926820,381,reverse
gene=atpB,gene=atpB,3925616,3926431,816,reverse
gene=atpE,gene=atpE,3925330,3925569,240,reverse
gene=atpF,gene=atpF,3924798,3925268,471,reverse
gene=atpH,gene=atpH,3924250,3924783,534,reverse
gene=atpA,gene=atpA,3922696,3924237,1542,reverse
gene=atpG,gene=atpG,3921782,3922645,864,reverse
gene=atpD,gene=atpD,3920373,3921755,1383,reverse
gene=atpC,gene=atpC,3919933,3920352,420,reverse
gene=glmU,gene=glmU,3918210,3919580,1371,reverse
gene=glmS,gene=glmS,3916219,3918048,1830,reverse
gene=Tn7R_Part_tsp,gene=Tn7R_Part_tsp,3915996,3916194,199,reverse
gene=DT34_Part_terminator,gene=DT34_Part_terminator,3915762,3915870,109,reverse
gene=pLacIq_Part_promoter,gene=pLacIq_Part_promoter,3915667,3915719,53,reverse
gene=Sensor_LuxR,gene=Sensor_LuxR,3914885,3915637,753,reverse
gene=Sensor_AraC,gene=Sensor_AraC,3914027,3914866,840,reverse
gene=Sensor_LacI,gene=Sensor_LacI,3912916,3913998,1083,reverse
gene=Sensor_TetR,gene=Sensor_TetR,3912254,3912877,624,reverse
gene=DT3_Part_terminator,gene=DT3_Part_terminator,3912099,3912250,152,reverse
gene=Tn7L_Part_tsp,gene=Tn7L_Part_tsp,3911815,3911980,166,reverse
gene=pstS,gene=pstS,3910485,3911525,1041,reverse
gene=pstC,gene=pstC,3909439,3910398,960,reverse
gene=pstA,gene=pstA,3908549,3909439,891,reverse
gene=pstB,gene=pstB,3907593,3908366,774,reverse
gene=phoU,gene=phoU,3906853,3907578,726,reverse
gene=bglG,gene=bglG,3905731,3906567,837,reverse
gene=bglF,gene=bglF,3903720,3905597,1878,reverse
gene=bglB,gene=bglB,3902289,3903701,1413,reverse
gene=bglH,gene=bglH,3900604,3902220,1617,reverse
gene=yieL,gene=yieL,3899408,3900577,1170,reverse
gene=yieK,gene=yieK,3898671,3899393,723,reverse
gene=cbrC,gene=cbrC,3898022,3898609,588,forward
gene=cbrB,gene=cbrB,3897506,3897973,468,forward
gene=yieH,gene=yieH,3896774,3897439,666,forward
gene=adeP,gene=adeP,3895272,3896609,1338,reverse
gene=chrR,gene=chrR,3894652,3895218,567,forward
gene=yieE,gene=yieE,3893881,3894630,750,forward
gene=yidZ,gene=yidZ,3892765,3893724,960,forward
gene=mdtL,gene=mdtL,3891615,3892790,1176,forward
gene=tnaB,gene=tnaB,3890236,3891483,1248,forward
gene=tnaA,gene=tnaA,3888730,3890145,1416,forward
gene=tnaC,gene=tnaC,3888435,3888509,75,forward
gene=mnmE,gene=mnmE,3886828,3888192,1365,forward
gene=yidC,gene=yidC,3885076,3886722,1647,forward
gene=yidD,gene=yidD,3884816,3885073,258,forward
gene=rnpA,gene=rnpA,3884493,3884852,360,forward
gene=rpmH,gene=rpmH,3884336,3884476,141,forward
gene=dnaA,gene=dnaA,3882326,3883729,1404,reverse
gene=dnaN,gene=dnaN,3881221,3882321,1101,reverse
gene=recF,gene=recF,3880148,3881221,1074,reverse
gene=gyrB,gene=gyrB,3877705,3880119,2415,reverse
gene=yidB,gene=yidB,3877067,3877465,399,reverse
gene=yidA,gene=yidA,3876140,3876952,813,reverse
gene=yidX,gene=yidX,3875438,3876094,657,forward
gene=dgoR,gene=dgoR,3874471,3875160,690,reverse
gene=dgoK,gene=dgoK,3873596,3874474,879,reverse
gene=dgoA,gene=dgoA,3872995,3873612,618,reverse
gene=dgoD,gene=dgoD,3871850,3872998,1149,reverse
gene=dgoT,gene=dgoT,3870438,3871730,1293,reverse
gene=cbrA,gene=cbrA,3869377,3870441,1065,forward
gene=yidR,gene=yidR,3868062,3869309,1248,reverse
gene=yidQ,gene=yidQ,3867728,3868060,333,forward
gene=ibpA,gene=ibpA,3867009,3867422,414,reverse
gene=ibpB,gene=ibpB,3866469,3866897,429,reverse
gene=yidE,gene=yidE,3864612,3866273,1662,reverse
gene=yidP,gene=yidP,3863899,3864615,717,forward
gene=yidL,gene=yidL,3860283,3861176,894,forward
gene=yidK,gene=yidK,3858401,3860116,1716,reverse
gene=yidJ,gene=yidJ,3856911,3858404,1494,reverse
gene=yidI,gene=yidI,3856415,3856864,450,forward
gene=yidH,gene=yidH,3855960,3856307,348,reverse
gene=yidG,gene=yidG,3855608,3855970,363,reverse
gene=yidF,gene=yidF,3855114,3855611,498,reverse
gene=emrD,gene=emrD,3853922,3855106,1185,forward
gene=tisB,gene=tisB,3853553,3853642,90,forward
gene=ivbL,gene=ivbL,3852890,3852988,99,reverse
gene=ilvB,gene=ilvB,3851096,3852784,1689,reverse
gene=ilvN,gene=ilvN,3850802,3851092,291,reverse
gene=uhpA,gene=uhpA,3850136,3850726,591,reverse
gene=uhpB,gene=uhpB,3848634,3850136,1503,reverse
gene=uhpC,gene=uhpC,3847305,3848624,1320,reverse
gene=uhpT,gene=uhpT,3845776,3847167,1392,reverse
gene=adeD,gene=adeD,3843964,3845730,1767,forward
gene=adeQ,gene=adeQ,3842455,3843789,1335,reverse
gene=yicN,gene=yicN,3841950,3842402,453,reverse
gene=nepI,gene=nepI,3840549,3841739,1191,reverse
gene=yicS,gene=yicS,3840215,3840508,294,forward
gene=nlpA,gene=nlpA,3839175,3839993,819,reverse
gene=yicL,gene=yicL,3838248,3839171,924,forward
gene=setC,gene=setC,3836953,3838137,1185,forward
gene=yicJ,gene=yicJ,3834547,3835929,1383,reverse
gene=yicI,gene=yicI,3832219,3834537,2319,reverse
gene=yicH,gene=yicH,3830457,3832166,1710,forward
gene=xanP,gene=xanP,3828945,3830336,1392,forward
gene=gltS,gene=gltS,3827460,3828665,1206,reverse
gene=recG,gene=recG,3825210,3827291,2082,forward
gene=trmH,gene=trmH,3824515,3825204,690,forward
gene=spoT,gene=spoT,3822400,3824508,2109,forward
gene=rpoZ,gene=rpoZ,3822106,3822381,276,forward
gene=gmk,gene=gmk,3821428,3822051,624,forward
gene=ligB,gene=ligB,3819488,3821170,1683,reverse
gene=yicG,gene=yicG,3818874,3819491,618,forward
gene=dinD,gene=dinD,3817760,3818584,825,forward
gene=yicC,gene=yicC,3816676,3817539,864,forward
gene=pyrE,gene=pyrE,3815127,3815768,642,reverse
gene=slmA,gene=slmA,3814494,3815090,597,forward
gene=dut,gene=dut,3813932,3814387,456,forward
gene=dfp,gene=dfp,3812731,3813951,1221,forward
gene=yicR,gene=yicR,3811891,3812559,669,reverse
gene=rpmB,gene=rpmB,3811438,3811674,237,reverse
gene=rpmG,gene=rpmG,3811250,3811417,168,reverse
gene=mutM,gene=mutM,3810343,3811152,810,reverse
gene=coaD,gene=coaD,3809825,3810304,480,forward
gene=waaA,gene=waaA,3808540,3809817,1278,forward
gene=waaQ,gene=waaQ,3807064,3808098,1035,reverse
gene=waaG,gene=waaG,3805943,3807067,1125,reverse
gene=waaP,gene=waaP,3805153,3805950,798,reverse
gene=waaS,gene=waaS,3804181,3805116,936,reverse
gene=waaB,gene=waaB,3803058,3804137,1080,reverse
gene=waaO,gene=waaO,3802039,3803058,1020,reverse
gene=waaR,gene=waaR,3800983,3801999,1017,reverse
gene=waaY,gene=waaY,3800267,3800965,699,reverse
gene=waaZ,gene=waaZ,3799345,3800196,852,reverse
gene=waaU,gene=waaU,3798239,3799312,1074,reverse
gene=waaL,gene=waaL,3796948,3798207,1260,forward
gene=waaC,gene=waaC,3795979,3796938,960,forward
gene=waaF,gene=waaF,3794929,3795975,1047,forward
gene=hldD,gene=hldD,3793987,3794919,933,forward
gene=yibB,gene=yibB,3792826,3793683,858,reverse
gene=kbl,gene=kbl,3791355,3792551,1197,reverse
gene=tdh,gene=tdh,3790320,3791345,1026,reverse
gene=waaH,gene=waaH,3789047,3790081,1035,reverse
gene=yibQ,gene=yibQ,3788101,3789060,960,forward
gene=envC,gene=envC,3786838,3788097,1260,forward
gene=gpmM,gene=gpmM,3785260,3786804,1545,forward
gene=yibN,gene=yibN,3784584,3785015,432,reverse
gene=grxC,gene=grxC,3784191,3784442,252,reverse
gene=secB,gene=secB,3783661,3784128,468,reverse
gene=gpsA,gene=gpsA,3782642,3783661,1020,reverse
gene=cysE,gene=cysE,3781741,3782562,822,reverse
gene=trmL,gene=trmL,3781215,3781688,474,forward
gene=lldD,gene=lldD,3779827,3781017,1191,forward
gene=lldR,gene=lldR,3779054,3779830,777,forward
gene=lldP,gene=lldP,3777399,3779054,1656,forward
gene=yibL,gene=yibL,3776665,3777027,363,forward
gene=yibT,gene=yibT,3776171,3776380,210,reverse
gene=mtlR,gene=mtlR,3775572,3776159,588,forward
gene=mtlD,gene=mtlD,3774424,3775572,1149,forward
gene=mtlA,gene=mtlA,3772281,3774194,1914,forward
gene=yibI,gene=yibI,3771382,3771744,363,reverse
gene=yibH,gene=yibH,3770243,3771379,1137,reverse
gene=yibG,gene=yibG,3768177,3768638,462,forward
gene=yibA,gene=yibA,3766337,3767179,843,forward
gene=rhsA,gene=rhsA,3762183,3766316,4134,forward
gene=yibF,gene=yibF,3761347,3761955,609,reverse
gene=selA,gene=selA,3759858,3761249,1392,reverse
gene=selB,gene=selB,3758017,3759861,1845,reverse
gene=yiaY,gene=yiaY,3756676,3757827,1152,reverse
gene=aldB,gene=aldB,3754973,3756511,1539,reverse
gene=yiaW,gene=yiaW,3754105,3754428,324,reverse
gene=yiaV,gene=yiaV,3752963,3754099,1137,reverse
gene=yiaU,gene=yiaU,3751992,3752966,975,forward
gene=yiaT,gene=yiaT,3751128,3751868,741,reverse
gene=sgbE,gene=sgbE,3750086,3750781,696,forward
gene=sgbU,gene=sgbU,3749232,3750092,861,forward
gene=sgbH,gene=sgbH,3748577,3749239,663,forward
gene=lyxK,gene=lyxK,3747084,3748580,1497,forward
gene=yiaO,gene=yiaO,3746094,3747080,987,forward
gene=yiaN,gene=yiaN,3744804,3746081,1278,forward
gene=yiaM,gene=yiaM,3744328,3744801,474,forward
gene=yiaL,gene=yiaL,3743743,3744210,468,forward
gene=yiaK,gene=yiaK,3742733,3743731,999,forward
gene=yiaJ,gene=yiaJ,3741684,3742532,849,reverse
gene=ysaA,gene=ysaA,3741109,3741582,474,reverse
gene=avtA,gene=avtA,3739705,3740958,1254,forward
gene=malS,gene=malS,3737497,3739527,2031,forward
gene=bax,gene=bax,3736353,3737177,825,reverse
gene=xylR,gene=xylR,3734979,3736157,1179,forward
gene=xylH,gene=xylH,3733720,3734901,1182,forward
gene=xylG,gene=xylG,3732201,3733742,1542,forward
gene=xylF,gene=xylF,3731131,3732123,993,forward
gene=xylA,gene=xylA,3729443,3730765,1323,reverse
gene=xylB,gene=xylB,3727917,3729371,1455,reverse
gene=yiaB,gene=yiaB,3727407,3727748,342,reverse
gene=yiaA,gene=yiaA,3726924,3727361,438,reverse
gene=wecH,gene=wecH,3725887,3726882,996,forward
gene=ysaB,gene=ysaB,3725413,3725712,300,reverse
gene=glyQ,gene=glyQ,3724407,3725318,912,reverse
gene=glyS,gene=glyS,3722328,3724397,2070,reverse
gene=insK,gene=insK,3721198,3722049,852,forward
gene=insJ,gene=insJ,3720680,3721201,522,forward
gene=hokA,gene=hokA,3720448,3720600,153,reverse
gene=cspA,gene=cspA,3720049,3720261,213,forward
gene=yiaG,gene=yiaG,3719478,3719768,291,forward
gene=yiaF,gene=yiaF,3718334,3719044,711,reverse
gene=ghrB,gene=ghrB,3717310,3718284,975,forward
gene=yiaD,gene=yiaD,3716547,3717206,660,forward
gene=bisC,gene=bisC,3714061,3716394,2334,reverse
gene=yiaC,gene=yiaC,3713652,3714092,441,forward
gene=tag,gene=tag,3713092,3713655,564,forward
gene=yhjY,gene=yhjY,3712236,3712934,699,reverse
gene=yhjX,gene=yhjX,3710799,3712007,1209,reverse
gene=eptB,gene=eptB,3708784,3710475,1692,reverse
gene=dppA,gene=dppA,3706098,3707705,1608,reverse
gene=dppB,gene=dppB,3704771,3705790,1020,reverse
gene=dppC,gene=dppC,3703859,3704761,903,reverse
gene=dppD,gene=dppD,3702865,3703848,984,reverse
gene=dppF,gene=dppF,3701864,3702868,1005,reverse
gene=yhjV,gene=yhjV,3700563,3701834,1272,forward
gene=ldrD,gene=ldrD,3699980,3700087,108,reverse
gene=bcsG,gene=bcsG,3698214,3699893,1680,forward
gene=bcsF,gene=bcsF,3698026,3698217,192,forward
gene=bcsE,gene=bcsE,3696458,3698029,1572,forward
gene=yhjR,gene=yhjR,3695997,3696185,189,reverse
gene=bcsA,gene=bcsA,3692618,3695236,2619,reverse
gene=bcsB,gene=bcsB,3690268,3692607,2340,reverse
gene=bcsZ,gene=bcsZ,3689155,3690261,1107,reverse
gene=bcsC,gene=bcsC,3685700,3689173,3474,reverse
gene=yhjK,gene=yhjK,3683630,3685618,1989,reverse
gene=dctA,gene=dctA,3682161,3683447,1287,reverse
gene=yhjJ,gene=yhjJ,3680444,3681940,1497,reverse
gene=kdgK,gene=kdgK,3679419,3680348,930,forward
gene=yhjH,gene=yhjH,3678420,3679187,768,reverse
gene=yhjG,gene=yhjG,3676290,3678350,2061,reverse
gene=yhjE,gene=yhjE,3674786,3676108,1323,forward
gene=yhjD,gene=yhjD,3673362,3674375,1014,forward
gene=yhjC,gene=yhjC,3672414,3673313,900,forward
gene=yhjB,gene=yhjB,3671292,3671894,603,reverse
gene=treF,gene=treF,3669592,3671241,1650,forward
gene=yhjA,gene=yhjA,3667791,3669188,1398,reverse
gene=gadA,gene=gadA,3666180,3667580,1401,reverse
gene=gadX,gene=gadX,3664986,3665810,825,reverse
gene=gadW,gene=gadW,3663890,3664618,729,reverse
gene=mdtF,gene=mdtF,3660414,3663527,3114,forward
gene=mdtE,gene=mdtE,3659232,3660389,1158,forward
gene=gadE,gene=gadE,3658366,3658893,528,forward
gene=hdeD,gene=hdeD,3656995,3657567,573,forward
gene=hdeA,gene=hdeA,3656408,3656740,333,reverse
gene=hdeB,gene=hdeB,3655966,3656292,327,reverse
gene=yhiD,gene=yhiD,3655255,3655902,648,reverse
gene=dctR,gene=dctR,3654683,3655213,531,forward
gene=slp,gene=slp,3653961,3654527,567,forward
gene=insH1,gene=insH1,3652182,3653198,1017,reverse
gene=arsC,gene=arsC,3650237,3650662,426,forward
gene=arsB,gene=arsB,3648935,3650224,1290,forward
gene=arsR,gene=arsR,3648528,3648881,354,forward
gene=dinQ,gene=dinQ,3647705,3647788,84,reverse
gene=gor,gene=gor,3646299,3647651,1353,forward
gene=rlmJ,gene=rlmJ,3645385,3646227,843,forward
gene=prlC,gene=prlC,3643140,3645182,2043,reverse
gene=rsmJ,gene=rsmJ,3642380,3643132,753,reverse
gene=dtpB,gene=dtpB,3640862,3642331,1470,forward
gene=uspA,gene=uspA,3640111,3640545,435,forward
gene=uspB,gene=uspB,3639385,3639720,336,reverse
gene=pitA,gene=pitA,3637642,3639141,1500,forward
gene=yhiN,gene=yhiN,3636208,3637410,1203,reverse
gene=yhiM,gene=yhiM,3634841,3635893,1053,forward
gene=yhiJ,gene=yhiJ,3630968,3632590,1623,reverse
gene=yhiI,gene=yhiI,3629535,3630602,1068,reverse
gene=rbbA,gene=rbbA,3626803,3629538,2736,reverse
gene=yhhJ,gene=yhhJ,3625679,3626803,1125,reverse
gene=yhhI,gene=yhhI,3624378,3625514,1137,forward
gene=yhhH,gene=yhhH,3623399,3623782,384,forward
gene=rhsB,gene=rhsB,3619192,3623427,4236,forward
